"","word","sentiment","score"
"12573","садизм","negative",-1
"12574","садист","negative",-1
"12575","садистка","negative",-1
"12576","садистский","negative",-1
"12577","садиться на мель","negative",-1
"12578","саднить","negative",-1
"12579","садомазохизм","negative",-1
"12580","садомазохист","negative",-1
"12581","садомазохистка","negative",-1
"12582","садомазохистский","negative",-1
"12583","сажать здоровье","negative",-1
"12584","салага","negative",-1
"12585","сальность","negative",-1
"12586","сальный","negative",-1
"12587","сальный","negative",-1
"12589","сам черт не разберет","negative",-1
"12590","самобытность","positive",1
"12591","самобытный","positive",1
"12592","самовластность","negative",-1
"12593","самовластный","negative",-1
"12594","самовлюбленность","negative",-1
"12595","самовлюбленный","negative",-1
"12596","самовольничать","negative",-1
"12597","самовольный","negative",-1
"12598","самовольство","negative",-1
"12599","самогоноварение","negative",-1
"12600","самогонщик","negative",-1
"12601","самодельничать","negative",-1
"12602","самодовлеющий","positive",1
"12603","самодостаточность","positive",1
"12604","самодостаточный","positive",1
"12605","самодур","negative",-1
"12606","самодурка","negative",-1
"12607","самодурничать","negative",-1
"12608","самодурский","negative",-1
"12609","самодурство","negative",-1
"12610","самодурствовать","negative",-1
"12611","самозабвение","positive",1
"12612","самозабвенный","positive",1
"12613","самозахват","negative",-1
"12614","самолет упал","negative",-1
"12615","самолечение","negative",-1
"12616","самомнение","negative",-1
"12617","самонадеянность","negative",-1
"12618","самонадеянный","negative",-1
"12619","самообладание","positive",1
"12620","самообман","negative",-1
"12621","самообольщаться","negative",-1
"12622","самообольщение","negative",-1
"12623","самоотверженность","positive",1
"12624","самоотверженный","positive",1
"12625","самоповешение","negative",-1
"12626","саморазрушение","negative",-1
"12627","саморазрушительный","negative",-1
"12628","самосовершенствование","positive",1
"12629","самосовершенствоваться","positive",1
"12630","самосожжение","negative",-1
"12631","самосохранение","positive",1
"12632","самосохраниться","positive",1
"12633","самостоятельность","positive",1
"12634","самостоятельный","positive",1
"12635","самострел","negative",-1
"12636","самострой","negative",-1
"12637","самосуд","negative",-1
"12638","самосудный","negative",-1
"12639","самоубийственный","negative",-1
"12640","самоубийство","negative",-1
"12641","самоубийца","negative",-1
"12642","самоуважение","positive",1
"12643","самоуверенность","negative",-1
"12644","самоуверенный","negative",-1
"12645","самоунижение","negative",-1
"12646","самоуничижение","negative",-1
"12647","самоуничижительный","negative",-1
"12648","самоуправный","negative",-1
"12649","самоуправство","negative",-1
"12650","самоусовершенствование","positive",1
"12651","самый-самый","positive",1
"12652","санкция","negative",-1
"12654","саранча","negative",-1
"12655","саранчовый","negative",-1
"12656","сардонический","negative",-1
"12657","сарказм","negative",-1
"12658","саркастический","negative",-1
"12659","саркастичность","negative",-1
"12660","саркастичный","negative",-1
"12661","сатанеть","negative",-1
"12662","сатанинский","negative",-1
"12663","сатанинский","negative",-1
"12664","сатрап","negative",-1
"12666","сахарный","negative",-1
"12668","сахарок","positive",1
"12669","сбалансированность","positive",1
"12670","сбалансированный","positive",1
"12671","сбиваться","negative",-1
"12672","сбиваться","negative",-1
"12673","сбиваться","negative",-1
"12674","сбиваться","negative",-1
"12675","сбиваться","negative",-1
"12677","сбиваться","positive",1
"12678","сбивчивость","negative",-1
"12679","сбивчивый","negative",-1
"12680","сбиться","negative",-1
"12681","сбиться","negative",-1
"12682","сбиться","negative",-1
"12683","сбиться","negative",-1
"12684","сбиться","negative",-1
"12686","сбиться","positive",1
"12687","сбой","negative",-1
"12688","сбой","negative",-1
"12690","сборище","negative",-1
"12691","свадебный генерал","negative",-1
"12692","свалить власть","negative",-1
"12693","свалка","negative",-1
"12694","свара","negative",-1
"12695","сварливость","negative",-1
"12696","сварливый","negative",-1
"12697","свастика","negative",-1
"12698","сведение счетов","negative",-1
"12700","свеженький","positive",1
"12701","свеженький","positive",1
"12702","свеженький","positive",1
"12703","свеженький","positive",1
"12704","свежесть","positive",1
"12705","свежесть","positive",1
"12706","свежесть","positive",1
"12707","свежесть","positive",1
"12708","свежесть","positive",1
"12709","свежесть","positive",1
"12710","свежий по цвету","positive",1
"12711","свежий","positive",1
"12712","свежий","positive",1
"12713","свежий","positive",1
"12714","свежий","positive",1
"12715","свежий","positive",1
"12716","свежий","positive",1
"12717","свербеть","negative",-1
"12718","свергать","negative",-1
"12719","свергнуть","negative",-1
"12720","свержение","negative",-1
"12721","сверкать белизной","positive",1
"12722","сверлить глазами","negative",-1
"12723","сверхактуальный","positive",1
"12724","сверходаренный","positive",1
"12725","сверхпрочный","positive",1
"12726","сверхценный","positive",1
"12729","свести счеты с жизнью","negative",-1
"12730","свести счеты","negative",-1
"12731","светиться","positive",1
"12732","светиться","positive",1
"12733","светленький","positive",1
"12738","светлый","positive",1
"12739","светлый","positive",1
"12740","светлый","positive",1
"12741","свинский","negative",-1
"12742","свинство","negative",-1
"12743","свинья","negative",-1
"12744","свинья","negative",-1
"12746","свинячить","negative",-1
"12747","свирепость","negative",-1
"12748","свирепствовать","negative",-1
"12749","свирепый","negative",-1
"12750","свищ","negative",-1
"12751","свищевой","negative",-1
"12752","свободность","positive",1
"12753","свободный человек","positive",1
"12754","свободный","positive",1
"12755","свободный","positive",1
"12756","свободный","positive",1
"12757","свободный","positive",1
"12758","свободный","positive",1
"12759","сводить мышцы","negative",-1
"12760","сводить счеты","negative",-1
"12761","своеволие","negative",-1
"12762","своевольность","negative",-1
"12763","своевольный","negative",-1
"12764","своевольство","negative",-1
"12765","своего рода буфер","positive",1
"12766","своекорыстие","negative",-1
"12767","своекорыстность","negative",-1
"12768","своекорыстный","negative",-1
"12769","своенравие","negative",-1
"12770","своенравность","negative",-1
"12771","своенравный","negative",-1
"12772","своеобразие","positive",1
"12773","своеобразность","positive",1
"12774","своеобразный буфер","positive",1
"12776","своеобразный","positive",1
"12777","своеобычие","positive",1
"12778","своеобычность","positive",1
"12779","своеобычный","positive",1
"12780","сволочь","negative",-1
"12781","свора","negative",-1
"12782","своровать","negative",-1
"12783","связность","positive",1
"12784","связный","positive",1
"12785","святой","positive",1
"12786","святой","positive",1
"12787","святость","positive",1
"12788","святотатственный","negative",-1
"12789","святотатство","negative",-1
"12790","святотатствовать","negative",-1
"12791","священность","positive",1
"12792","священный","positive",1
"12793","сгинуть","negative",-1
"12794","сглаз","negative",-1
"12795","сглазить","negative",-1
"12796","сглупить","negative",-1
"12797","сгнивать","negative",-1
"12798","сгнить","negative",-1
"12799","сговор","negative",-1
"12800","сговорчивость","positive",1
"12801","сговорчивый","positive",1
"12802","сгодиться","positive",1
"12803","сгорать от стыда","negative",-1
"12804","сгорать со стыда","negative",-1
"12805","сгубить","negative",-1
"12806","сгустить краски","negative",-1
"12807","сдавать позиции","negative",-1
"12808","сдавать свои позиции","negative",-1
"12809","сдать позиции","negative",-1
"12810","сдать свои позиции","negative",-1
"12811","сдвурушничать","negative",-1
"12812","сделанный кое-как","negative",-1
"12813","сделано не было","negative",-1
"12814","сделать как надо","positive",1
"12815","сделать не так","negative",-1
"12816","сдержанность","positive",1
"12817","сдержанный","positive",1
"12818","сдержать обещание","positive",1
"12819","сдрейфить","negative",-1
"12820","сдружиться","positive",1
"12821","сдуреть","negative",-1
"12822","себялюбец","negative",-1
"12823","себялюбивый","negative",-1
"12824","себялюбие","negative",-1
"12825","себялюбка","negative",-1
"12826","сегрегационный","negative",-1
"12827","сегрегация","negative",-1
"12828","сейсмические толчки","negative",-1
"12829","сейсмоактивный","negative",-1
"12830","сексапильность","positive",1
"12831","сексапильный","positive",1
"12832","секси","positive",1
"12833","сексизм","negative",-1
"12834","секс-скандал","negative",-1
"12839","семь пядей во лбу","positive",1
"12846","сепаратизм","negative",-1
"12847","сепаратист","negative",-1
"12848","сепаратистка","negative",-1
"12849","сепаратистский","negative",-1
"12850","серая схема","negative",-1
"12851","сердечник","negative",-1
"12854","сердечница","negative",-1
"12855","сердечное влечение","positive",1
"12856","сердечность","positive",1
"12857","сердечный приступ","negative",-1
"12859","сердечный","positive",1
"12860","сердечный","positive",1
"12861","сердитость","negative",-1
"12862","сердитый","negative",-1
"12863","сердиться","negative",-1
"12864","сердце кровью обливается","negative",-1
"12865","сердце прихватило","negative",-1
"12866","сердце радуется","positive",1
"12868","серенький","negative",-1
"12870","серость","negative",-1
"12872","серчать","negative",-1
"12873","серый","negative",-1
"12874","серый","negative",-1
"12876","серьезная натяжка","negative",-1
"12877","серьезно задуматься","positive",1
"12878","серьезно настроенный","positive",1
"12879","серьезность положения","negative",-1
"12880","серьезность ситуации","negative",-1
"12881","серьезность","negative",-1
"12882","серьезность","positive",1
"12883","серьезность","positive",1
"12884","серьезный по содержанию","positive",1
"12885","серьезный","negative",-1
"12886","серьезный","positive",1
"12887","серьезный","positive",1
"12888","сесть на мель","negative",-1
"12889","сетование","negative",-1
"12890","сетовать","negative",-1
"12891","сжечь","negative",-1
"12892","сжечь","negative",-1
"12894","сживаться","positive",1
"12895","сжигание","negative",-1
"12897","сжиться","positive",1
"12898","сжульничать","negative",-1
"12899","сивуха","negative",-1
"12900","сивушный","negative",-1
"12901","сидеть без дела","negative",-1
"12902","сидеть без света","negative",-1
"12903","сидеть сложа руки","negative",-1
"12904","сизо","negative",-1
"12905","силовое подавление","negative",-1
"12906","силой задержать","negative",-1
"12907","силой захватить","negative",-1
"12908","сильная воля","positive",1
"12909","сильная сторона","positive",1
"12910","сильно набраться","negative",-1
"12912","сильное падение","negative",-1
"12913","сильный характер","positive",1
"12914","симпатизировать","positive",1
"12915","симпатичность","positive",1
"12916","симпатичный","positive",1
"12917","симпатия","positive",1
"12918","симпатяга","positive",1
"12919","симпотичный","positive",1
"12920","синдром хронической усталости","negative",-1
"12921","синусит","negative",-1
"12922","синяк","negative",-1
"12923","сионизм","negative",-1
"12924","сионист","negative",-1
"12925","сионистический","negative",-1
"12926","сионистка","negative",-1
"12927","сионистский","negative",-1
"12928","сип","negative",-1
"12930","сипение","negative",-1
"12931","сипеть","negative",-1
"12932","сиплость","negative",-1
"12933","сиплый","negative",-1
"12934","сипнуть","negative",-1
"12935","сирота","negative",-1
"12936","сиротеть","negative",-1
"12937","сиротка","negative",-1
"12938","сиротский","negative",-1
"12939","сиротство","negative",-1
"12940","сисястый","positive",1
"12941","ситуация под контролем","positive",1
"12942","сифилис","negative",-1
"12943","сифилитический","negative",-1
"12944","скабрезность","negative",-1
"12945","скабрезный","negative",-1
"12946","сказануть","negative",-1
"12948","сказка","positive",1
"12949","сказочность","positive",1
"12951","сказочный","positive",1
"12952","скандал","negative",-1
"12953","скандал","negative",-1
"12954","скандалист","negative",-1
"12955","скандалистка","negative",-1
"12956","скандалить","negative",-1
"12957","скандальность","negative",-1
"12958","скандальность","negative",-1
"12959","скандальный","negative",-1
"12960","скандальный","negative",-1
"12961","скандальный","negative",-1
"12962","скандальчик","negative",-1
"12963","скаред","negative",-1
"12964","скареда","negative",-1
"12965","скаредник","negative",-1
"12966","скаредничать","negative",-1
"12967","скаредность","negative",-1
"12968","скаредный","negative",-1
"12969","скатертью дорожка","negative",-1
"12970","скачок в развитии","positive",1
"12971","скачок цен","negative",-1
"12972","сквалыга","negative",-1
"12973","сквалыжник","negative",-1
"12974","сквалыжница","negative",-1
"12975","сквалыжничать","negative",-1
"12976","сквалыжнический","negative",-1
"12977","сквернословие","negative",-1
"12978","сквернословить","negative",-1
"12979","скверный","negative",-1
"12980","сквозняк","negative",-1
"12981","скепсис","negative",-1
"12982","скептик","negative",-1
"12983","скептицизм","negative",-1
"12984","скептический","negative",-1
"12985","скептичность","negative",-1
"12986","скептичный","negative",-1
"12987","скидочка","positive",1
"12988","скинхед","negative",-1
"12989","скинхэд","negative",-1
"12990","скисать","negative",-1
"12991","скисать","negative",-1
"12992","скиснуть","negative",-1
"12993","скиснуть","negative",-1
"12994","склероз","negative",-1
"12995","склерозный","negative",-1
"12996","склеротик","negative",-1
"12997","склеротический","negative",-1
"12998","склеротичка","negative",-1
"12999","склока","negative",-1
"13000","склочничать","negative",-1
"13001","склочничество","negative",-1
"13002","склочный","negative",-1
"13003","скованность","negative",-1
"13004","скованный","negative",-1
"13005","скользкий","negative",-1
"13006","скользкий","negative",-1
"13007","скользкость","negative",-1
"13008","скользкость","negative",-1
"13009","скомпрометировать","negative",-1
"13010","сконфузиться","negative",-1
"13011","сконцентрировать усилия","positive",1
"13012","скоординировать действия","positive",1
"13013","скоординировать работу","positive",1
"13014","скопидом","negative",-1
"13015","скопидомка","negative",-1
"13016","скопидомничать","negative",-1
"13017","скопидомнический","negative",-1
"13018","скопидомничество","negative",-1
"13019","скопидомский","negative",-1
"13020","скопидомство","negative",-1
"13021","скопидомствовать","negative",-1
"13023","скорбеть","negative",-1
"13024","скорбность","negative",-1
"13025","скорбный","negative",-1
"13026","скорбь","negative",-1
"13027","скоропалительность","negative",-1
"13028","скоропалительный","negative",-1
"13029","скоропостижность","negative",-1
"13030","скоропостижный","negative",-1
"13031","скоропреходящий","negative",-1
"13032","скороспелость","negative",-1
"13033","скороспелость","positive",1
"13034","скороспелый","negative",-1
"13035","скороспелый","positive",1
"13036","скотина","negative",-1
"13038","скрепя сердце","negative",-1
"13039","скромнейший","positive",1
"13040","скромник","positive",1
"13041","скромница","positive",1
"13044","скромность","positive",1
"13045","скромность","positive",1
"13047","скромный","positive",1
"13048","скромный","positive",1
"13049","скромняга","positive",1
"13050","скрупулезность","positive",1
"13051","скрупулезный","positive",1
"13053","скрытность","negative",-1
"13055","скрытный","negative",-1
"13059","скряга","negative",-1
"13060","скряжничать","negative",-1
"13061","скряжнический","negative",-1
"13062","скряжничество","negative",-1
"13063","скудеть","negative",-1
"13064","скуднеть","negative",-1
"13065","скудность","negative",-1
"13066","скудный","negative",-1
"13067","скудость","negative",-1
"13068","скудоумие","negative",-1
"13069","скудоумный","negative",-1
"13070","скука","negative",-1
"13071","скукота","negative",-1
"13072","скукотища","negative",-1
"13073","скулеж","negative",-1
"13074","скулить","negative",-1
"13075","скупать голоса","negative",-1
"13076","скупердяй","negative",-1
"13077","скупердяйка","negative",-1
"13078","скупердяйничать","negative",-1
"13079","скупердяйский","negative",-1
"13080","скупердяйство","negative",-1
"13081","скупец","negative",-1
"13082","скупить голоса","negative",-1
"13083","скупиться","negative",-1
"13084","скупка голосов","negative",-1
"13085","скупой на проявление чувств","negative",-1
"13086","скупой на чувства","negative",-1
"13087","скупой на эмоции","negative",-1
"13088","скупой","negative",-1
"13089","скупость","negative",-1
"13090","скучать","negative",-1
"13091","скучашка","negative",-1
"13092","скученность","negative",-1
"13093","скученный","negative",-1
"13094","скучноватый","negative",-1
"13095","скучность","negative",-1
"13096","скучный","negative",-1
"13097","слабак","negative",-1
"13098","слабачка","negative",-1
"13099","слабенький","negative",-1
"13100","слабенький","negative",-1
"13104","слабоватый","negative",-1
"13105","слабовидящий","negative",-1
"13106","слабоволие","negative",-1
"13107","слабовольный","negative",-1
"13108","слабое место","negative",-1
"13109","слабонервность","negative",-1
"13110","слабонервный","negative",-1
"13111","слаборазвитость","negative",-1
"13112","слаборазвитый","negative",-1
"13113","слабосильный","negative",-1
"13114","слабослышащий","negative",-1
"13115","слабость","negative",-1
"13116","слабость","negative",-1
"13119","слабоумие","negative",-1
"13120","слабоумный","negative",-1
"13121","слабохарактерность","negative",-1
"13122","слабохарактерный","negative",-1
"13123","слабый","negative",-1
"13124","слабый","negative",-1
"13125","слабый","negative",-1
"13128","слава гремит","positive",1
"13129","славить","positive",1
"13130","славиться","positive",1
"13131","славный","positive",1
"13132","славословие","positive",1
"13133","славословить","positive",1
"13134","сладкий вкус","positive",1
"13135","сладкий","negative",-1
"13137","сладкий","positive",1
"13139","сладостность","positive",1
"13140","сладостный","positive",1
"13141","сладострастие","negative",-1
"13142","сладострастность","negative",-1
"13143","сладострастный","negative",-1
"13144","сладость","negative",-1
"13146","сладость","positive",1
"13147","сладчайший","positive",1
"13148","сладчайший","positive",1
"13149","слаженность","positive",1
"13150","слаженный","positive",1
"13151","сластолюбивый","negative",-1
"13152","сластолюбие","negative",-1
"13153","слащавость","negative",-1
"13154","слащавый","negative",-1
"13155","след простыл","negative",-1
"13156","следственный изолятор","negative",-1
"13157","слежка","negative",-1
"13158","слезиться","negative",-1
"13159","слезливость","negative",-1
"13160","слезливый","negative",-1
"13161","слезный","negative",-1
"13163","слепнуть","negative",-1
"13164","слепо выполняющий","negative",-1
"13165","слепо исполняющий","negative",-1
"13166","слепой","negative",-1
"13167","слепой","negative",-1
"13168","слепой","negative",-1
"13169","слепота","negative",-1
"13170","слепота","negative",-1
"13171","слив информации","negative",-1
"13172","сливать информацию","negative",-1
"13173","сливки общества","positive",1
"13174","слить информацию","negative",-1
"13175","слишком дешевый","negative",-1
"13176","слишком низкая цена","negative",-1
"13177","словоблудие","negative",-1
"13178","сложно воспринимать","negative",-1
"13179","сложно договариваться","negative",-1
"13180","сложно договориться","negative",-1
"13181","сложно найти","negative",-1
"13182","сложно оторваться","positive",1
"13183","сложно поверить","negative",-1
"13184","сложности","negative",-1
"13185","сложность","negative",-1
"13187","сложный для выполнения","negative",-1
"13188","сложный для исполнения","negative",-1
"13189","сложный по характеру","negative",-1
"13190","сложный","negative",-1
"13192","сломать стереотипы","positive",1
"13195","слукавить","negative",-1
"13196","случай возгорания","negative",-1
"13198","случился облом","negative",-1
"13199","слюни","negative",-1
"13200","слюнтяй","negative",-1
"13201","слюнтяйка","negative",-1
"13202","слюнтяйский","negative",-1
"13203","слякотный","negative",-1
"13204","слякоть","negative",-1
"13205","слямзить","negative",-1
"13212","смазливый","negative",-1
"13213","смайл","positive",1
"13214","смайлик","positive",1
"13217","смекалистость","positive",1
"13218","смекалистый","positive",1
"13219","смекалка","positive",1
"13220","смелость","positive",1
"13221","смелый","positive",1
"13222","смердеть","negative",-1
"13223","смертельный","negative",-1
"13224","смертность","negative",-1
"13225","смертность","negative",-1
"13226","смертоносность","negative",-1
"13227","смертоносный","negative",-1
"13228","смертоубийство","negative",-1
"13229","смерть","negative",-1
"13230","смерч","negative",-1
"13231","смерчевой","negative",-1
"13232","смести","negative",-1
"13233","смести","negative",-1
"13235","сметать","negative",-1
"13236","сметать","negative",-1
"13239","сметливость","positive",1
"13240","сметливый","positive",1
"13241","смехотворность","negative",-1
"13242","смехотворный","negative",-1
"13243","смешать в кучу","negative",-1
"13244","смешать в одну кучу","negative",-1
"13245","смешаться в кучу","negative",-1
"13246","смешаться в одну кучу","negative",-1
"13247","смешаться","negative",-1
"13248","смешаться","negative",-1
"13251","смешливость","positive",1
"13252","смешливый","positive",1
"13253","смешной","negative",-1
"13254","смешной","positive",1
"13255","смещение","negative",-1
"13256","смещение","negative",-1
"13259","смеяться","negative",-1
"13260","смеяться","positive",1
"13262","сминание","negative",-1
"13263","сминаться","negative",-1
"13264","смирение","positive",1
"13265","смиренность","positive",1
"13266","смиренный","positive",1
"13267","смириться","negative",-1
"13268","смирный","positive",1
"13269","смиряться","negative",-1
"13270","сморозить","negative",-1
"13271","смотреться естественно","positive",1
"13272","смошенничать","negative",-1
"13273","смрад","negative",-1
"13274","смрадность","negative",-1
"13275","смрадный","negative",-1
"13276","смурной","negative",-1
"13277","смута","negative",-1
"13278","смутиться","negative",-1
"13279","смутность","negative",-1
"13280","смутный","negative",-1
"13281","смутьян","negative",-1
"13282","смухлевать","negative",-1
"13283","смущаться","negative",-1
"13284","смычка","negative",-1
"13286","смышленость","positive",1
"13287","смышленый","positive",1
"13288","смятение","negative",-1
"13289","смяться","negative",-1
"13291","снайперский","positive",1
"13292","снегозаносы","negative",-1
"13293","снегопад","negative",-1
"13294","снежный обвал","negative",-1
"13295","снести крышу","negative",-1
"13296","снижается авторитет","negative",-1
"13297","снижается качество","negative",-1
"13298","снижать качество","negative",-1
"13299","снижать оценку","negative",-1
"13301","снижение авторитета","negative",-1
"13302","снижение жизнеспособности","negative",-1
"13303","снижение качества","negative",-1
"13304","снижение напряженности","positive",1
"13305","снижение оценки","negative",-1
"13306","снижение плодородия","negative",-1
"13308","снижение экономической активности","negative",-1
"13310","снизилось качество","negative",-1
"13311","снизился авторитет","negative",-1
"13312","снизить авторитет","negative",-1
"13313","снизить жизнеспособность","negative",-1
"13314","снизить качество","negative",-1
"13315","снизить оценку","negative",-1
"13317","снизиться авторитет","negative",-1
"13319","снизиться жизнеспособность","negative",-1
"13320","сникать","negative",-1
"13321","сникнуть","negative",-1
"13322","сникнуть","negative",-1
"13323","сникнуть","negative",-1
"13324","снимать напряжение","positive",1
"13325","снимать напряжение","positive",1
"13326","снимать шляпу","positive",1
"13327","снискание","positive",1
"13328","снискать","positive",1
"13329","снисходительность","negative",-1
"13330","снисходительность","positive",1
"13331","снисходительный","negative",-1
"13332","снисходительный","positive",1
"13333","сногсшибательность","positive",1
"13334","сногсшибательный","positive",1
"13335","сноровистость","positive",1
"13336","сноровистый","positive",1
"13337","снос","negative",-1
"13338","сносить крышу","negative",-1
"13339","сносность","positive",1
"13340","сносный","positive",1
"13341","снять напряжение","positive",1
"13342","снять напряжение","positive",1
"13343","собачиться","negative",-1
"13345","соблазнительность","positive",1
"13346","соблазнительный","positive",1
"13347","соблюдать закон","positive",1
"13348","соблюдение закона","positive",1
"13350","собутыльник","negative",-1
"13351","собутыльница","negative",-1
"13352","событием не стало","negative",-1
"13353","совать нос","negative",-1
"13354","совать свой нос","negative",-1
"13355","соваться","negative",-1
"13357","совершенность","positive",1
"13358","совершенный","positive",1
"13359","совершенство","positive",1
"13360","совершенствование","positive",1
"13361","совестливость","positive",1
"13362","совестливый","positive",1
"13363","совестный","positive",1
"13364","совесть","positive",1
"13367","совковость","negative",-1
"13368","совковый","negative",-1
"13370","совместная работа","positive",1
"13371","совок","negative",-1
"13373","совратить","negative",-1
"13374","совратить","negative",-1
"13375","соврать","negative",-1
"13376","совращать","negative",-1
"13377","совращать","negative",-1
"13378","совращение","negative",-1
"13379","совращение","negative",-1
"13381","современность","positive",1
"13384","современный","positive",1
"13385","соглядатай","negative",-1
"13386","согрешение","negative",-1
"13387","согрешить","negative",-1
"13388","содержательность","positive",1
"13389","содержательный","positive",1
"13390","содом и гоморра","negative",-1
"13391","сожаление","negative",-1
"13392","сожалеть","negative",-1
"13393","создавать настроение","positive",1
"13394","создавать новое","positive",1
"13395","создать настроение","positive",1
"13396","создать новое","positive",1
"13397","сознавать","positive",1
"13399","сознательность","positive",1
"13402","сознать","positive",1
"13403","сойти с рук","negative",-1
"13404","сойти с ума","negative",-1
"13407","сойти","positive",1
"13408","сойти","positive",1
"13410","сократить работника","negative",-1
"13411","сократить рабочие места","negative",-1
"13412","сократить сотрудника","negative",-1
"13413","сокращать персонал","negative",-1
"13414","сокращать рабочие  места","negative",-1
"13415","сокращение персонала","negative",-1
"13416","сокращение работника","negative",-1
"13417","сокращение рабочих мест","negative",-1
"13418","сокращение сотрудника","negative",-1
"13419","сокращение штатов","negative",-1
"13420","сокровенность","positive",1
"13421","сокровенный","positive",1
"13422","сокровище","positive",1
"13423","сокровище","positive",1
"13424","сокровище","positive",1
"13425","сокрушаться","negative",-1
"13426","сокрушенность","negative",-1
"13427","сокрушенный","negative",-1
"13428","сокрытие","negative",-1
"13429","солгать","negative",-1
"13430","соленое слово","negative",-1
"13431","соленое словцо","negative",-1
"13432","солидность","positive",1
"13433","солидный","positive",1
"13435","солнечный","positive",1
"13436","солнечный","positive",1
"13437","сомневаться","negative",-1
"13438","сомнение","negative",-1
"13439","сомненье","negative",-1
"13440","сомнительность","negative",-1
"13441","сомнительный","negative",-1
"13442","сонливость","negative",-1
"13443","сонливый","negative",-1
"13444","сонность","negative",-1
"13445","сонный","negative",-1
"13446","сообразительность","positive",1
"13447","сообразительный","positive",1
"13448","сообщник","negative",-1
"13449","сообщница","negative",-1
"13450","сообщнический","negative",-1
"13451","соответствовать закону","positive",1
"13452","соответствовать мировым нормам","positive",1
"13453","соответствовать мировым стандартам","positive",1
"13454","сопереживание","positive",1
"13455","сопереживать","positive",1
"13456","сопережить","positive",1
"13457","соперник","negative",-1
"13458","соперница","negative",-1
"13459","соперничество","negative",-1
"13460","сопливый","negative",-1
"13461","сопляк","negative",-1
"13462","соплячка","negative",-1
"13463","сопротивление","negative",-1
"13464","сор","negative",-1
"13465","сорванец","negative",-1
"13466","сорить деньгами","negative",-1
"13467","сорить","negative",-1
"13468","сорный","negative",-1
"13469","сорняк","negative",-1
"13470","сорняковый","negative",-1
"13471","сортирный","negative",-1
"13472","соскучиться","negative",-1
"13473","сослужить службу","positive",1
"13474","сосредоточенность","positive",1
"13475","сосредоточенный","positive",1
"13476","состояние опьянения","negative",-1
"13477","состоятельный","positive",1
"13478","сострадание","positive",1
"13479","сострадать","positive",1
"13480","сосунок","negative",-1
"13482","сотворить","negative",-1
"13483","сотрудничать","positive",1
"13484","сотрудничество","positive",1
"13485","сотрясение","negative",-1
"13486","соумышленник","negative",-1
"13487","соумышленница","negative",-1
"13488","соучастник","negative",-1
"13489","соучастница","negative",-1
"13492","сочность","positive",1
"13493","сочный","positive",1
"13494","сочувственный","positive",1
"13495","сочувствие","positive",1
"13496","сочувствие","positive",1
"13497","сочувствовать","positive",1
"13498","сочувствовать","positive",1
"13499","сошка","negative",-1
"13500","союзник","positive",1
"13501","союзник","positive",1
"13502","союзница","positive",1
"13503","союзница","positive",1
"13504","спад производства","negative",-1
"13505","спад экономики","negative",-1
"13506","спад","negative",-1
"13507","спазм","negative",-1
"13508","спазма","negative",-1
"13509","спазматический","negative",-1
"13510","спаивание","negative",-1
"13512","спаивать","negative",-1
"13514","спаивать","positive",1
"13515","спам","negative",-1
"13516","спам-бот","negative",-1
"13517","спамер","negative",-1
"13518","спамерский","negative",-1
"13519","спам-индустрия","negative",-1
"13520","спамовый","negative",-1
"13521","спасиб","positive",1
"13523","спасибооо","positive",1
"13524","спасиибо","positive",1
"13525","спасииибо","positive",1
"13526","спасительность","positive",1
"13527","спасительный","positive",1
"13528","спать с кем попало","negative",-1
"13529","спаянность","positive",1
"13530","спаянный","positive",1
"13531","спекулирование","negative",-1
"13532","спекулянт","negative",-1
"13533","спекулянтка","negative",-1
"13534","спекулянтский","negative",-1
"13535","спекуляция","negative",-1
"13537","спелость","positive",1
"13538","спелый","positive",1
"13539","спереть","negative",-1
"13540","спертость","negative",-1
"13541","спертый","negative",-1
"13542","спесивый","negative",-1
"13543","спесь","negative",-1
"13544","специзолятор","negative",-1
"13545","спешка","negative",-1
"13546","спешность","negative",-1
"13548","спешный","negative",-1
"13550","спиваться","negative",-1
"13551","спид","negative",-1
"13552","спирать","negative",-1
"13553","спитый","negative",-1
"13554","спиться","negative",-1
"13555","сплетник","negative",-1
"13556","сплетница","negative",-1
"13557","сплоховать","negative",-1
"13558","сплоченность","positive",1
"13559","сплоченный","positive",1
"13560","сплутовать","negative",-1
"13561","споить","negative",-1
"13562","спокойная обстановка","positive",1
"13563","спокойность","positive",1
"13564","спокойный настрой","positive",1
"13565","спокойный","positive",1
"13566","спокойный","positive",1
"13567","спокойный","positive",1
"13568","спокойный","positive",1
"13569","спокойствие души","positive",1
"13570","спокойствие","positive",1
"13571","спокойствие","positive",1
"13573","спорный","negative",-1
"13574","спорый","positive",1
"13575","способный добиться","positive",1
"13576","споткнуться","negative",-1
"13577","споткнуться","negative",-1
"13578","споткнуться","negative",-1
"13579","спотыкаться","negative",-1
"13580","спотыкаться","negative",-1
"13581","спотыкаться","negative",-1
"13583","справедливость","positive",1
"13584","справедливый","positive",1
"13585","спускать деньги","negative",-1
"13586","спустить все деньги","negative",-1
"13587","спустить деньги","negative",-1
"13588","спустить на ветер","negative",-1
"13589","спустя рукава","negative",-1
"13590","спустя рукава","negative",-1
"13591","спутать","negative",-1
"13592","спутать","negative",-1
"13593","спутать","negative",-1
"13594","спутать","negative",-1
"13595","спутаться","negative",-1
"13596","спутаться","negative",-1
"13597","спутывать","negative",-1
